"IID","Y1","Y2","Ybin","Yord","E1","E2","E3","sex","age","FID"
"S0019",1.31649016526374,-1.05976066421291,1,2,0.167589089283039,0.149217875047352,-0.872341752395056,0,42.1,"F10"
"S0020",0.684851930084418,-0.654389874840822,0,0,-0.413137303526682,-0.150240919289061,0.26288019620372,0,44.9,"F13"
"S0021",-0.0895126668154716,0.117219127127366,0,1,-1.48075103725061,0.936574597257371,0.630833001339997,1,43.1,"F19"
"S0022",0.512407063676953,-0.187597265400377,0,1,0.297596812714382,-0.875890650530883,-0.948873977686017,1,50.1,"F20"
"S0023",0.959060821790776,-0.0984221622509617,0,2,0.354475912933695,-0.743254071624814,-0.858490370293,1,26.7,"F01"
"S0024",0.2572961277925,0.53381958049331,0,0,-1.64181036942387,0.474411154576606,1.70919567752391,0,45.6,"F14"
"S0025",-0.930344823617093,1.71678756784451,0,0,-1.61848673993912,-0.443147225289148,0.45683457521799,1,48.9,"F01"
"S0026",-0.45150053241987,-0.703145886011551,0,1,-0.985948424696951,0.734628644289021,0.476242523525488,0,46.3,"F18"
"S0027",-2.03135402850771,-0.834521343097019,1,0,-0.16218879927794,-0.759096371565891,-0.747199097304998,0,36.6,"F09"
"S0028",1.10689187845745,0.695435804936579,0,1,2.15477608545181,0.328171300498462,1.30731132485775,1,37.3,"F17"
"S0029",1.78937610214803,-0.499010493551402,0,1,1.7211626485696,-0.654944177684111,-0.422207561503715,0,39.5,"F02"
"S0030",-1.16645127093247,-0.450724645798013,0,1,-0.619211737025438,1.36397744257893,-0.169509634791007,0,47.7,"F06"
"S0031",-0.623927329381511,0.068966023348371,1,0,0.220230387760918,1.75850979846732,1.29336970376425,0,20.1,"F17"
"S0032",-0.145552473164601,-1.49496964239539,1,0,-0.383225932918989,0.395721172458955,1.25623805880331,1,36.3,"F01"
"S0033",-1.81027373772664,0.269646269700878,0,1,0.741383114575682,1.13930650325713,0.0955720425943846,1,17.9,"F10"
"S0034",-0.57005730617331,2.00137952342721,0,0,2.11677626446191,1.42533606566133,-1.45049996902336,1,43.5,"F09"
"S0035",-1.40176600956245,2.06785941116981,0,2,-0.703416129856102,-0.156064615412036,-1.63017172255439,0,33.5,"F14"
"S0036",0.950013087419237,-0.164225311544716,1,1,0.201470851579839,0.378446556209238,-0.631621927530129,0,43.6,"F18"
"S0037",-0.0654959523132462,0.341919339403261,0,1,-0.00461616569037745,1.71811677768758,-0.0531112840305321,0,45.2,"F07"
"S0038",0.0542088685069901,-0.297614968688675,1,1,-1.16934225685203,1.15765718753087,-1.16712754603722,0,43.2,"F13"
"S0039",-0.633787652008452,-0.754413359874174,0,1,0.531051663753373,0.635242799281116,1.79342936948932,1,51.3,"F17"
"S0040",0.563059998443145,-1.15676271911205,0,1,-0.281341574381453,-0.902451399259527,-0.299236682394327,1,49.5,"F17"
"S0041",-2.15540392443287,0.50139634076418,1,0,1.11365040742803,-1.24044971216542,-0.109469674249895,1,50.9,"F10"
"S0042",-0.69615845125827,-1.20667127019386,1,2,0.737791104186942,-0.20873368224022,-0.647410705127614,0,46.8,"F11"
"S0043",-0.771128896065711,-1.01559050574372,0,1,1.2014641797235,0.28225440677653,0.839492633069949,1,28.9,"F17"
"S0044",-0.729965080978958,-0.844224156302481,0,2,0.303035570030167,-0.563657335704486,-0.664039412695763,0,56.1,"F02"
"S0045",-1.3510025095541,-1.40828431641173,1,1,-1.28981641488108,-1.35258881240402,0.237249262868838,1,32.1,"F16"
"S0046",-1.90822306728227,-0.278883703181316,0,1,-0.734487009851336,1.1172726005952,-0.0849091687198333,0,30,"F17"
"S0047",1.6674299232408,0.8274279941909,0,0,-2.2014561298866,-0.23984820645576,-0.386116408013945,1,29.2,"F03"
"S0048",-0.620149123325982,0.135680447049432,0,2,1.98064868025723,0.269331721406495,0.413638086792782,1,23.8,"F18"
"S0049",-0.388766100829137,-0.227373757696891,1,2,-1.02586012350954,0.0907660431953056,-1.25270934889328,0,38.2,"F10"
"S0050",0.568833307667417,1.27284669714149,0,0,-0.879402578765978,-0.889255464734824,-0.217242213159416,1,39.4,"F04"
"S0051",1.01117851821673,0.559950236411425,1,0,-0.192251834478791,1.2776092146666,-1.52084529220864,0,53.2,"F06"
"S0052",-0.341304816878834,-0.201845429757892,0,0,-0.672904330431229,0.0318027646732262,0.354557349182466,1,42.5,"F10"
"S0053",0.527803179725201,0.730240767312783,0,1,-1.02676953865237,0.673529930232804,1.48442102531847,0,48.9,"F18"
"S0054",-1.05921000822132,-0.966649014116048,0,1,0.719554176104517,-0.432917881029328,-0.862758882582143,1,25.5,"F14"
"S0055",-0.169868887299738,0.178991236603473,0,2,1.71094295481449,0.537533852428424,0.453939171516441,0,50.9,"F08"
"S0056",-0.263467509591044,-0.648556426730231,0,2,0.494526276444384,-1.04635344824095,2.54233542353135,0,35.7,"F06"
"S0057",-0.139674572247255,0.495945114145882,1,0,-0.341816623802587,-1.03143377159646,0.46460701515702,0,66.1,"F20"
"S0058",1.34572958375906,1.05393521897903,1,2,0.761905338476711,-0.31723558774262,0.660767357019076,1,47,"F18"
"S0059",2.2636652161207,0.20753426724338,0,0,-1.84943584740617,-0.131508151264921,-0.096920137723157,1,27.2,"F19"
"S0060",1.04728820467021,-0.603151231542007,1,2,-1.37540392593815,-0.293461301794662,-0.349426717674384,0,45.6,"F03"
"S0061",-0.193556024232936,-0.875686687163062,0,2,0.809422260708976,0.895192256306926,-0.27306396803069,1,62.3,"F16"
"S0062",0.489602006901553,-0.950199080022031,0,1,-0.915705748562506,0.52021118885421,-0.200850207206465,1,60.2,"F02"
"S0063",-0.692697401620075,0.0690080871910669,1,1,-0.525931081681866,-2.43815898306872,-0.00132791044505565,1,44.2,"F03"
"S0064",-0.553650487855312,0.13676834117289,0,2,0.322957181505689,-0.373003506534674,0.389500710002098,1,41.8,"F18"
"S0065",-0.998560470629139,-1.28572076371353,0,2,-0.0105020404312192,-0.425289885957886,-1.2362557915909,1,27.4,"F07"
"S0066",1.08648218384072,-1.1536073648734,0,2,0.144003515601524,-0.588639624126755,-1.31744151597707,1,37.3,"F04"
"S0067",1.41546918777673,0.834738261166849,0,1,-0.00210510360682021,0.430748838136258,0.0382238547209952,1,44.6,"F13"
"S0068",1.44221696389993,0.799647097735212,0,0,1.06813631576542,1.36130156805405,-1.89126049478347,1,34.6,"F13"
"S0069",1.2465190464896,0.817301122723961,0,0,-1.06964244436732,-1.88731675834367,-0.0299960291042217,0,64.6,"F15"
"S0070",1.68826389690058,0.480669204556627,0,0,0.25332296508503,-1.36890933840376,0.872675289430599,1,44.1,"F20"
"S0071",-0.779958892893885,-1.29396803768003,0,2,1.61531694112263,-1.89151130477798,1.02096511524042,0,19.4,"F06"
"S0072",-1.24359257561859,-0.0594805477722593,0,2,0.507302625185044,-0.698826116605284,-0.591520889023101,1,48.1,"F16"
"S0073",-1.27250008528786,-1.23614278032231,0,2,1.8434924141864,-0.0626654048888751,-1.05727817916755,0,33.3,"F01"
"S0074",0.430162592579568,-1.14996457540666,0,1,0.863341353530364,0.457738568367353,-0.993701952955478,0,63.1,"F06"
"S0075",0.274930577439026,0.45395304222347,0,0,-0.257790581086838,-0.605796236332316,-1.31145561479875,0,48.5,"F03"
"S0076",0.89472273727603,0.624612253391658,1,1,-0.854429696185979,-1.87208079707716,1.31524527167335,1,56.2,"F07"
"S0077",-0.973029178079205,-0.110937220775911,0,2,-0.844602084202635,-0.613985069814157,0.522696627081852,0,24.1,"F03"
"S0078",1.72988242917859,1.82487504671984,1,2,-1.97141464113132,-1.07077025863948,0.0471328878452282,0,41.9,"F09"
"S0079",0.559838137885924,1.12187617499178,0,0,-1.33181377990658,0.845615760337263,2.03030479706464,1,42.6,"F02"
"S0080",0.274244389782695,-0.432845307964402,0,0,-0.322627632691772,1.02855288865838,-0.568063837399175,0,46,"F07"
"S0081",0.421947289980249,-1.18456524226192,0,2,-1.88869697604366,-1.76145541997699,1.18900658361528,0,54.1,"F04"
"S0082",-1.0531451580022,0.601392807693383,1,1,-0.083335608067351,-2.12057221740728,-0.21318688046841,0,49.6,"F01"
"S0083",0.111038965637515,1.04394109692009,1,2,0.943937212912702,-0.14330031054535,-3.02953550065221,1,44,"F13"
"S0084",0.173506557536263,0.229013558742783,0,0,0.377352363410199,-0.00159898062971446,0.184914786461065,1,30.5,"F02"
"S0085",0.578232736521872,0.62267969775622,1,1,-1.23244282871053,-1.04747785120084,2.22351528458234,0,19.6,"F07"
"S0086",1.39115575854104,-0.28132225747759,0,0,1.08278715670297,1.85204821194656,1.46331268603888,1,40.2,"F16"
"S0087",-0.782906345677879,0.818981587704362,0,2,1.05544690556512,0.256770793839978,-1.20676544159264,1,34.6,"F15"
"S0088",0.218987310405258,-1.264720985597,0,0,-0.979404739916506,-1.06430290197255,0.762837427440058,1,27.2,"F11"
"S0089",-0.653255502993143,-0.600017122375122,0,1,-0.766974410246608,2.11359255817047,0.552206553982855,1,25.2,"F20"
"S0090",1.97597459597765,0.252531266371631,0,0,0.831040386835742,-0.425877237801524,-0.180373485256013,0,51,"F12"
"S0091",-0.145944069509424,1.17100384110736,1,0,-0.816414386745126,1.04134406176017,0.0168585395319722,0,39.7,"F10"
"S0092",-0.551405119125954,-0.349875034941196,0,0,-0.405979618345562,-0.132432669521421,0.526215524508918,1,36.6,"F10"
"S0093",-1.13038694499976,-0.97571507407174,1,1,-0.028059564151093,-0.981378683575085,-1.15209761498675,0,20.3,"F20"
"S0094",0.807414972758422,0.931626586506443,0,1,-1.75156917596186,1.22492873594668,-0.665381997084726,1,45.3,"F10"
"S0095",0.0823630890021782,-0.00437074854645357,0,0,0.475793456540736,-1.82990209340862,0.873988598683537,1,38.6,"F08"
"S0096",-0.83400411312772,-0.297098191975664,1,0,0.530245353693385,1.73391021052189,-1.92687510581878,1,24.5,"F10"
"S0097",0.515881059998326,-0.680645821033551,1,0,-1.09561197821269,2.59443156147618,0.595134443473576,1,53.8,"F05"
"S0098",-0.303798592026808,-0.220756753101793,0,2,-0.483980733407804,-0.381731533539171,-1.39101602648085,0,49.2,"F05"
"S0099",0.856248650470408,-0.997160208042875,0,2,0.288058073511885,-1.53797770866827,0.451564762399818,0,31.5,"F15"
"S0100",0.484958767021068,-0.0155812076228413,0,2,-0.831400298930223,0.870114672859027,-0.274187839323859,1,14.1,"F09"
"S0101",0.290657243206596,0.133623829513539,1,0,-0.434047537892876,0.957895181430309,-0.996353117964913,0,38.6,"F19"
"S0102",0.388878301598428,-0.400382087476621,1,0,-0.794964524531678,-1.58907261802134,0.905432459940711,1,45.1,"F11"
"S0103",-0.329332319077937,0.96202140476732,0,2,-1.81822841374322,-0.428369316066828,-0.473198927760453,1,32.7,"F18"
"S0104",0.178796418347316,0.219755290036758,1,2,0.59286643635245,-0.128099707821579,1.89360713760184,1,50.8,"F16"
"S0105",-0.821727953106828,-0.435329992842909,0,1,-0.111699842851059,0.0569933822961537,0.184676046810708,0,43.7,"F15"
"S0106",0.390371709631757,-0.403267610459782,1,2,0.424756708405247,-2.24613636079265,-0.265883365793788,0,55.1,"F08"
"S0107",-1.28728213991238,-1.76403214211911,1,2,-1.78592440786774,-0.970271739544176,0.283374431854724,0,31.4,"F19"
"S0108",0.506387426214633,0.0998730810098922,0,1,0.501260101683037,-0.886232493554571,-0.967481738942486,1,18,"F11"
"S0109",-0.384482158634415,-1.10114769858895,1,0,-0.182027116934984,0.121433944947981,0.700146780121138,0,27.8,"F03"
"S0110",-0.805270823661168,1.44792122040267,1,2,1.40558696605406,-0.48038667435181,0.660132315972519,1,47.3,"F16"
"S0111",0.547544874387659,-1.5973969558128,0,0,0.337103384774599,-0.149569840581493,-0.391031758690317,0,51.5,"F05"
"S0112",1.05615313683419,-0.0130658517620585,0,1,-0.175757460602547,-1.15171245136137,0.322062246655493,0,46.3,"F16"
"S0113",0.166838869145839,0.276679400382601,0,0,-0.283886085825008,0.177580942175352,0.65050357862185,0,46.2,"F15"
"S0114",-0.0156220776971701,-0.153668838767854,0,2,-1.03267735300323,0.173681021805754,-0.954226928364477,1,40.6,"F16"
"S0115",1.33687990942131,0.980112636450257,0,1,0.625229713798925,-0.0417931824725744,0.624065614873292,1,39,"F13"
"S0116",0.242917535755659,-0.799644534351264,0,1,0.489526029464344,-0.805180547237836,-2.72073323335688,0,15.2,"F13"
"S0117",0.0203290247327536,0.239603502872291,1,0,-1.73714208308112,-0.643750533012545,0.8927634672391,1,34,"F03"
"S0118",2.08338360549224,2.0454631088552,0,1,0.85707391352506,-0.643629787122283,0.826630682380388,1,36.7,"F19"
"S0119",0.459732183916658,0.484266340325238,0,0,2.02130724643761,-0.695066038276819,0.630361488907247,1,44.2,"F01"
"S0120",0.274170255164708,-0.553303082054018,1,1,0.028868655643507,-2.26913694513402,-1.33090930874677,1,50.6,"F08"
